filename,score,kept
hdr_00099.exr,0.935885,0
hdr_00100.exr,0.929434,0
hdr_00101.exr,0.921168,0
hdr_00102.exr,0.912545,1
hdr_00103.exr,0.995946,0
hdr_00104.exr,0.988167,0
hdr_00105.exr,0.978982,0
hdr_00106.exr,0.970313,0
hdr_00107.exr,0.961639,0
hdr_00108.exr,0.953718,0
hdr_00109.exr,0.947023,0
hdr_00110.exr,0.942753,0
hdr_00111.exr,0.939550,0
hdr_00112.exr,0.936231,0
hdr_00113.exr,0.934286,0
hdr_00114.exr,0.933023,0
hdr_00115.exr,0.931953,0
hdr_00116.exr,0.931891,0
hdr_00117.exr,0.932816,0
hdr_00118.exr,0.934027,0
hdr_00119.exr,0.935073,0
hdr_00120.exr,0.936046,0
hdr_00121.exr,0.936696,0
hdr_00122.exr,0.936868,0
hdr_00123.exr,0.937278,0
hdr_00124.exr,0.937482,0
hdr_00125.exr,0.937380,0
hdr_00126.exr,0.936896,0
hdr_00127.exr,0.935644,0
hdr_00128.exr,0.934051,0
hdr_00129.exr,0.932209,0
hdr_00130.exr,0.929524,0
hdr_00131.exr,0.926059,0
hdr_00132.exr,0.922840,0
hdr_00133.exr,0.919198,1
hdr_00134.exr,0.996660,0
hdr_00135.exr,0.990563,0
hdr_00136.exr,0.981833,0
hdr_00137.exr,0.972366,0
hdr_00138.exr,0.962936,0
hdr_00139.exr,0.953999,0
hdr_00140.exr,0.946860,0
hdr_00141.exr,0.939562,0
hdr_00142.exr,0.935809,0
hdr_00143.exr,0.931365,0
hdr_00144.exr,0.927709,0
hdr_00145.exr,0.924126,0
hdr_00146.exr,0.921615,0
hdr_00147.exr,0.919465,1
hdr_00148.exr,0.998780,0
hdr_00149.exr,0.997775,0
hdr_00150.exr,0.996339,0
hdr_00151.exr,0.994749,0
hdr_00152.exr,0.993232,0
hdr_00153.exr,0.992065,0
hdr_00154.exr,0.990854,0
hdr_00155.exr,0.989549,0
hdr_00156.exr,0.988383,0
hdr_00157.exr,0.987192,0
hdr_00158.exr,0.986465,0
hdr_00159.exr,0.985377,0
hdr_00160.exr,0.983939,0
hdr_00161.exr,0.982211,0
hdr_00162.exr,0.979484,0
hdr_00163.exr,0.976478,0
hdr_00164.exr,0.972601,0
hdr_00165.exr,0.968796,0
hdr_00166.exr,0.965364,0
hdr_00167.exr,0.961925,0
hdr_00168.exr,0.958612,0
hdr_00169.exr,0.955991,0
hdr_00170.exr,0.952753,0
hdr_00171.exr,0.949913,0
hdr_00172.exr,0.946429,0
hdr_00173.exr,0.943041,0
hdr_00174.exr,0.939448,0
hdr_00175.exr,0.935699,0
hdr_00176.exr,0.932395,0
hdr_00177.exr,0.929764,0
hdr_00178.exr,0.928080,0
hdr_00179.exr,0.925328,0
hdr_00180.exr,0.924432,0
hdr_00181.exr,0.925423,0
hdr_00182.exr,0.925549,0
hdr_00183.exr,0.924362,0
hdr_00184.exr,0.924037,0
hdr_00185.exr,0.923929,0
hdr_00186.exr,0.923915,0
hdr_00187.exr,0.924194,0
hdr_00188.exr,0.924465,0
hdr_00189.exr,0.924173,0
hdr_00190.exr,0.923604,0
hdr_00191.exr,0.922513,0
hdr_00192.exr,0.922029,0
hdr_00193.exr,0.920949,0
hdr_00194.exr,0.919925,1
hdr_00195.exr,0.998438,0
hdr_00196.exr,0.996405,0
hdr_00197.exr,0.994252,0
hdr_00198.exr,0.991982,0
hdr_00199.exr,0.990071,0
hdr_00200.exr,0.987701,0
hdr_00201.exr,0.081342,1
hdr_00202.exr,0.973509,0
hdr_00203.exr,0.935028,0
hdr_00204.exr,0.935028,0
hdr_00205.exr,0.902303,1
hdr_00206.exr,0.959298,0
hdr_00207.exr,0.895546,1
hdr_00208.exr,0.977566,0
hdr_00209.exr,0.935872,0
hdr_00210.exr,0.935872,0
hdr_00211.exr,0.901606,1
hdr_00212.exr,0.975679,0
hdr_00213.exr,0.927740,0
hdr_00214.exr,0.879632,1
hdr_00215.exr,0.962001,0
hdr_00216.exr,0.962001,0
hdr_00217.exr,0.910315,1
hdr_00218.exr,0.969321,0
hdr_00219.exr,0.915065,1
hdr_00220.exr,0.965882,0
hdr_00221.exr,0.914466,1
hdr_00222.exr,1.000000,0
hdr_00223.exr,0.963437,0
hdr_00224.exr,0.902180,1
hdr_00225.exr,0.957729,0
hdr_00226.exr,0.900972,1
hdr_00227.exr,0.949152,0
hdr_00228.exr,0.949152,0
hdr_00229.exr,0.880322,1
hdr_00230.exr,0.949049,0
hdr_00231.exr,0.870833,1
hdr_00232.exr,0.948471,0
hdr_00233.exr,0.871059,1
hdr_00234.exr,1.000000,0
hdr_00235.exr,0.939062,0
hdr_00236.exr,0.858447,1
hdr_00237.exr,0.929674,0
hdr_00238.exr,0.849301,1
hdr_00239.exr,0.931912,0
hdr_00240.exr,0.931912,0
hdr_00241.exr,0.841683,1
hdr_00242.exr,0.939305,0
hdr_00243.exr,0.858577,1
hdr_00244.exr,0.932101,0
hdr_00245.exr,0.858672,1
hdr_00246.exr,1.000000,0
hdr_00247.exr,0.931861,0
hdr_00248.exr,0.857761,1
hdr_00249.exr,0.939789,0
hdr_00250.exr,0.859303,1
hdr_00251.exr,0.940597,0
hdr_00252.exr,0.940597,0
hdr_00253.exr,0.860469,1
hdr_00254.exr,0.946306,0
hdr_00255.exr,0.871350,1
hdr_00256.exr,0.940374,0
hdr_00257.exr,0.857505,1
hdr_00258.exr,1.000000,0
hdr_00259.exr,0.947108,0
hdr_00260.exr,0.862213,1
hdr_00261.exr,0.942232,0
hdr_00262.exr,0.851617,1
hdr_00263.exr,0.934723,0
hdr_00264.exr,0.934723,0
hdr_00265.exr,0.841452,1
hdr_00266.exr,0.933609,0
hdr_00267.exr,0.847910,1
hdr_00268.exr,0.946044,0
hdr_00269.exr,0.857559,1
hdr_00270.exr,1.000000,0
hdr_00271.exr,0.951484,0
hdr_00272.exr,0.863369,1
hdr_00273.exr,0.943502,0
hdr_00274.exr,0.857909,1
hdr_00275.exr,0.957135,0
hdr_00276.exr,0.957135,0
hdr_00277.exr,0.888365,1
hdr_00278.exr,0.958413,0
hdr_00279.exr,0.881220,1
hdr_00280.exr,0.962345,0
hdr_00281.exr,0.887993,1
hdr_00282.exr,1.000000,0
hdr_00283.exr,0.958286,0
hdr_00284.exr,0.884129,1
hdr_00285.exr,0.959401,0
hdr_00286.exr,0.892567,1
hdr_00287.exr,0.959619,0
hdr_00288.exr,0.959619,0
hdr_00289.exr,0.900235,1
hdr_00290.exr,0.965952,0
hdr_00291.exr,0.913588,1
hdr_00292.exr,0.971042,0
hdr_00293.exr,0.919821,1
hdr_00294.exr,1.000000,0
hdr_00295.exr,0.973323,0
hdr_00296.exr,0.925701,0
hdr_00297.exr,0.882408,1
hdr_00298.exr,0.976074,0
hdr_00299.exr,0.932408,0
hdr_00300.exr,0.932408,0
hdr_00301.exr,0.890990,1
hdr_00302.exr,0.977069,0
hdr_00303.exr,0.933616,0
hdr_00304.exr,0.890673,1
hdr_00305.exr,0.975195,0
hdr_00306.exr,0.975195,0
hdr_00307.exr,0.931269,0
hdr_00308.exr,0.890841,1
hdr_00309.exr,0.977576,0
hdr_00310.exr,0.933907,0
hdr_00311.exr,0.887786,1
hdr_00312.exr,1.000000,0
hdr_00313.exr,0.980030,0
hdr_00314.exr,0.934129,0
hdr_00315.exr,0.885899,1
hdr_00316.exr,0.976298,0
hdr_00317.exr,0.933482,0
hdr_00318.exr,0.933482,0
hdr_00319.exr,0.891127,1
hdr_00320.exr,0.980133,0
hdr_00321.exr,0.941217,0
hdr_00322.exr,0.896542,1
hdr_00323.exr,0.977337,0
hdr_00324.exr,0.977337,0
hdr_00325.exr,0.941587,0
hdr_00326.exr,0.910107,1
hdr_00327.exr,0.984154,0
hdr_00328.exr,0.950139,0
hdr_00329.exr,0.910813,1
hdr_00330.exr,1.000000,0
hdr_00331.exr,0.977591,0
hdr_00332.exr,0.938202,0
hdr_00333.exr,0.905743,1
hdr_00334.exr,0.983873,0
hdr_00335.exr,0.946995,0
hdr_00336.exr,0.946995,0
hdr_00337.exr,0.902986,1
hdr_00338.exr,0.981219,0
hdr_00339.exr,0.949525,0
hdr_00340.exr,0.919588,1
hdr_00341.exr,0.977766,0
hdr_00342.exr,0.977766,0
hdr_00343.exr,0.940198,0
hdr_00344.exr,0.905740,1
hdr_00345.exr,0.985674,0
hdr_00346.exr,0.958290,0
hdr_00347.exr,0.930698,0
hdr_00348.exr,0.930698,0
hdr_00349.exr,0.905307,1
hdr_00350.exr,0.985308,0
hdr_00351.exr,0.961028,0
hdr_00352.exr,0.935721,0
hdr_00353.exr,0.914048,1
hdr_00354.exr,1.000000,0
hdr_00355.exr,0.992287,0
hdr_00356.exr,0.975642,0
hdr_00357.exr,0.956026,0
hdr_00358.exr,0.935438,0
hdr_00359.exr,0.911328,1
hdr_00360.exr,1.000000,0
hdr_00361.exr,0.986097,0
hdr_00362.exr,0.957125,0
hdr_00363.exr,0.928316,0
hdr_00364.exr,0.903370,1
hdr_00365.exr,0.988034,0
hdr_00366.exr,0.988034,0
hdr_00367.exr,0.962127,0
hdr_00368.exr,0.934719,0
hdr_00369.exr,0.913851,1
hdr_00370.exr,0.984377,0
hdr_00371.exr,0.956802,0
hdr_00372.exr,0.956802,0
hdr_00373.exr,0.931109,0
hdr_00374.exr,0.903918,1
hdr_00375.exr,0.986730,0
hdr_00376.exr,0.959863,0
hdr_00377.exr,0.931455,0
hdr_00378.exr,0.931455,0
hdr_00379.exr,0.902545,1
hdr_00380.exr,0.989557,0
hdr_00381.exr,0.968784,0
hdr_00382.exr,0.945289,0
hdr_00383.exr,0.921578,0
hdr_00384.exr,0.921578,0
hdr_00385.exr,0.903713,1
hdr_00386.exr,0.991853,0
hdr_00387.exr,0.976155,0
hdr_00388.exr,0.956245,0
hdr_00389.exr,0.936957,0
hdr_00390.exr,0.936957,0
hdr_00391.exr,0.918932,1
hdr_00392.exr,0.994427,0
hdr_00393.exr,0.979110,0
hdr_00394.exr,0.957778,0
hdr_00395.exr,0.934400,0
hdr_00396.exr,0.934400,0
hdr_00397.exr,0.912941,1
hdr_00398.exr,0.991845,0
hdr_00399.exr,0.972246,0
hdr_00400.exr,0.950537,0
hdr_00401.exr,0.933738,0
hdr_00402.exr,0.933738,0
hdr_00403.exr,0.915893,1
hdr_00404.exr,0.992770,0
hdr_00405.exr,0.978177,0
hdr_00406.exr,0.965097,0
hdr_00407.exr,0.952677,0
hdr_00408.exr,0.952677,0
hdr_00409.exr,0.942249,0
hdr_00410.exr,0.933725,0
hdr_00411.exr,0.925447,0
hdr_00412.exr,0.917086,1
hdr_00413.exr,0.997242,0
hdr_00414.exr,0.997242,0
hdr_00415.exr,0.989945,0
hdr_00416.exr,0.979757,0
hdr_00417.exr,0.968673,0
hdr_00418.exr,0.956695,0
hdr_00419.exr,0.943522,0
hdr_00420.exr,0.943522,0
hdr_00421.exr,0.930001,0
hdr_00422.exr,0.918923,1
hdr_00423.exr,0.995510,0
hdr_00424.exr,0.984157,0
hdr_00425.exr,0.970617,0
hdr_00426.exr,0.970617,0
hdr_00427.exr,0.957028,0
hdr_00428.exr,0.943679,0
hdr_00429.exr,0.931549,0
hdr_00430.exr,0.919751,1
hdr_00431.exr,0.995080,0
hdr_00432.exr,0.995080,0
hdr_00433.exr,0.984038,0
hdr_00434.exr,0.966830,0
hdr_00435.exr,0.952304,0
hdr_00436.exr,0.938075,0
hdr_00437.exr,0.927211,0
hdr_00438.exr,0.927211,0
hdr_00439.exr,0.919139,1
hdr_00440.exr,0.996698,0
hdr_00441.exr,0.987330,0
hdr_00442.exr,0.976164,0
hdr_00443.exr,0.965798,0
hdr_00444.exr,0.965798,0
hdr_00445.exr,0.956504,0
hdr_00446.exr,0.948463,0
hdr_00447.exr,0.939944,0
hdr_00448.exr,0.931436,0
hdr_00449.exr,0.922526,0
hdr_00450.exr,0.922526,0
hdr_00451.exr,0.916431,1
hdr_00452.exr,0.059442,1
hdr_00453.exr,0.999164,0
hdr_00454.exr,0.998700,0
hdr_00455.exr,0.997693,0
hdr_00456.exr,0.996352,0
hdr_00457.exr,0.995101,0
hdr_00458.exr,0.994073,0
hdr_00459.exr,0.992884,0
hdr_00460.exr,0.991539,0
hdr_00461.exr,0.989826,0
hdr_00462.exr,0.987613,0
hdr_00463.exr,0.985082,0
hdr_00464.exr,0.982523,0
hdr_00465.exr,0.980330,0
hdr_00466.exr,0.978669,0
hdr_00467.exr,0.977384,0
hdr_00468.exr,0.976439,0
hdr_00469.exr,0.975441,0
hdr_00470.exr,0.974157,0
hdr_00471.exr,0.972645,0
hdr_00472.exr,0.971320,0
hdr_00473.exr,0.970710,0
hdr_00474.exr,0.970619,0
hdr_00475.exr,0.970758,0
hdr_00476.exr,0.971201,0
hdr_00477.exr,0.971749,0
hdr_00478.exr,0.972380,0
hdr_00479.exr,0.973059,0
hdr_00480.exr,0.973662,0
hdr_00481.exr,0.973972,0
hdr_00482.exr,0.974239,0
hdr_00483.exr,0.973868,0
hdr_00484.exr,0.973318,0
hdr_00485.exr,0.972905,0
hdr_00486.exr,0.972745,0
hdr_00487.exr,0.972738,0
hdr_00488.exr,0.972336,0
hdr_00489.exr,0.971754,0
hdr_00490.exr,0.970837,0
hdr_00491.exr,0.969651,0
hdr_00492.exr,0.968348,0
hdr_00493.exr,0.967061,0
hdr_00494.exr,0.965690,0
hdr_00495.exr,0.964180,0
hdr_00496.exr,0.962421,0
hdr_00497.exr,0.960682,0
hdr_00498.exr,0.958682,0
hdr_00499.exr,0.956418,0
hdr_00500.exr,0.954021,0
hdr_00501.exr,0.950486,0
hdr_00502.exr,0.945127,0
hdr_00503.exr,0.939006,0
hdr_00504.exr,0.930385,0
hdr_00505.exr,0.923006,0
hdr_00506.exr,0.918447,1
hdr_00507.exr,0.996169,0
hdr_00508.exr,0.990795,0
hdr_00509.exr,0.985387,0
hdr_00510.exr,0.978840,0
hdr_00511.exr,0.970309,0
hdr_00512.exr,0.956845,0
hdr_00513.exr,0.935562,0
hdr_00514.exr,0.910704,1
hdr_00515.exr,0.980064,0
hdr_00516.exr,0.935528,0
hdr_00517.exr,0.900350,1
hdr_00518.exr,0.977543,0
hdr_00519.exr,0.933135,0
hdr_00520.exr,0.893681,1
hdr_00521.exr,0.970098,0
hdr_00522.exr,0.933477,0
hdr_00523.exr,0.906767,1
hdr_00524.exr,0.980081,0
hdr_00525.exr,0.947651,0
hdr_00526.exr,0.905234,1
hdr_00527.exr,0.974318,0
hdr_00528.exr,0.910409,1
hdr_00529.exr,0.961063,0
hdr_00530.exr,0.911690,1
hdr_00531.exr,0.973807,0
hdr_00532.exr,0.933450,0
hdr_00533.exr,0.894948,1
hdr_00534.exr,0.980910,0
hdr_00535.exr,0.948218,0
hdr_00536.exr,0.915414,1
hdr_00537.exr,0.979817,0
hdr_00538.exr,0.941627,0
hdr_00539.exr,0.896531,1
hdr_00540.exr,0.969437,0
hdr_00541.exr,0.910566,1
hdr_00542.exr,0.964351,0
hdr_00543.exr,0.914539,1
hdr_00544.exr,0.968291,0
hdr_00545.exr,0.914351,1
hdr_00546.exr,0.951575,0
hdr_00547.exr,0.897424,1
hdr_00548.exr,0.965055,0
hdr_00549.exr,0.921124,0
hdr_00550.exr,0.867985,1
hdr_00551.exr,0.964608,0
hdr_00552.exr,0.914459,1
hdr_00553.exr,0.975710,0
hdr_00554.exr,0.931344,0
hdr_00555.exr,0.892054,1
hdr_00556.exr,0.983265,0
hdr_00557.exr,0.948018,0
hdr_00558.exr,0.907073,1
hdr_00559.exr,0.983913,0
hdr_00560.exr,0.959598,0
hdr_00561.exr,0.923511,0
hdr_00562.exr,0.876455,1
hdr_00563.exr,0.981725,0
hdr_00564.exr,0.934868,0
hdr_00565.exr,0.872130,1
hdr_00566.exr,0.973798,0
hdr_00567.exr,0.903879,1
hdr_00568.exr,0.959101,0
hdr_00569.exr,0.866407,1
hdr_00570.exr,0.938799,0
hdr_00571.exr,0.844161,1
hdr_00572.exr,0.923727,0
hdr_00573.exr,0.823264,1
hdr_00574.exr,0.921375,0
hdr_00575.exr,0.798282,1
hdr_00576.exr,0.913324,1
hdr_00577.exr,0.920160,0
hdr_00578.exr,0.811672,1
hdr_00579.exr,0.913281,1
hdr_00580.exr,0.891697,1
hdr_00581.exr,0.888080,1
hdr_00582.exr,0.878886,1
hdr_00583.exr,0.867167,1
hdr_00584.exr,0.855642,1
hdr_00585.exr,0.833562,1
hdr_00586.exr,0.827688,1
hdr_00587.exr,0.833066,1
hdr_00588.exr,0.836745,1
hdr_00589.exr,0.836758,1
hdr_00590.exr,0.854024,1
hdr_00591.exr,0.861545,1
hdr_00592.exr,0.878998,1
hdr_00593.exr,0.885445,1
hdr_00594.exr,0.893707,1
hdr_00595.exr,0.896288,1
hdr_00596.exr,0.908168,1
hdr_00597.exr,0.911717,1
hdr_00598.exr,0.922685,0
hdr_00599.exr,0.822322,1
hdr_00600.exr,0.934079,0
hdr_00601.exr,0.848714,1
hdr_00602.exr,0.461363,1
hdr_00603.exr,0.998950,0
hdr_00604.exr,0.996367,0
hdr_00605.exr,0.992949,0
hdr_00606.exr,0.989905,0
hdr_00607.exr,0.986087,0
hdr_00608.exr,0.981779,0
hdr_00609.exr,0.978764,0
hdr_00610.exr,0.976329,0
hdr_00611.exr,0.974417,0
hdr_00612.exr,0.972706,0
hdr_00613.exr,0.970982,0
hdr_00614.exr,0.969286,0
hdr_00615.exr,0.967746,0
hdr_00616.exr,0.966441,0
hdr_00617.exr,0.965278,0
hdr_00618.exr,0.964425,0
hdr_00619.exr,0.963908,0
hdr_00620.exr,0.963397,0
hdr_00621.exr,0.963393,0
hdr_00622.exr,0.963615,0
hdr_00623.exr,0.964154,0
hdr_00624.exr,0.964828,0
hdr_00625.exr,0.965489,0
hdr_00626.exr,0.964976,0
hdr_00627.exr,0.964519,0
hdr_00628.exr,0.962526,0
hdr_00629.exr,0.958331,0
hdr_00630.exr,0.953180,0
hdr_00631.exr,0.948189,0
hdr_00632.exr,0.944944,0
hdr_00633.exr,0.942290,0
hdr_00634.exr,0.941826,0
hdr_00635.exr,0.941150,0
hdr_00636.exr,0.941215,0
hdr_00637.exr,0.940643,0
hdr_00638.exr,0.939923,0
hdr_00639.exr,0.937821,0
hdr_00640.exr,0.935848,0
hdr_00641.exr,0.934680,0
hdr_00642.exr,0.934964,0
hdr_00643.exr,0.935416,0
hdr_00644.exr,0.938063,0
hdr_00645.exr,0.939247,0
hdr_00646.exr,0.941340,0
hdr_00647.exr,0.942956,0
hdr_00648.exr,0.943412,0
hdr_00649.exr,0.941937,0
hdr_00650.exr,0.940815,0
hdr_00651.exr,0.938376,0
hdr_00652.exr,0.933840,0
hdr_00653.exr,0.929277,0
hdr_00654.exr,0.925071,0
hdr_00655.exr,0.921481,0
hdr_00656.exr,0.916784,1
hdr_00657.exr,0.997222,0
hdr_00658.exr,0.994199,0
hdr_00659.exr,0.990450,0
hdr_00660.exr,0.987593,0
hdr_00661.exr,0.982278,0
hdr_00662.exr,0.978302,0
hdr_00663.exr,0.969650,0
hdr_00664.exr,0.963286,0
hdr_00665.exr,0.957249,0
hdr_00666.exr,0.952907,0
hdr_00667.exr,0.948156,0
hdr_00668.exr,0.943619,0
hdr_00669.exr,0.939048,0
hdr_00670.exr,0.934544,0
hdr_00671.exr,0.932974,0
hdr_00672.exr,0.931415,0
hdr_00673.exr,0.931233,0
hdr_00674.exr,0.930365,0
hdr_00675.exr,0.928462,0
hdr_00676.exr,0.928848,0
hdr_00677.exr,0.927018,0
hdr_00678.exr,0.926429,0
hdr_00679.exr,0.925411,0
hdr_00680.exr,0.925774,0
hdr_00681.exr,0.925510,0
hdr_00682.exr,0.925665,0
hdr_00683.exr,0.926339,0
hdr_00684.exr,0.927491,0
hdr_00685.exr,0.930166,0
hdr_00686.exr,0.933198,0
hdr_00687.exr,0.936065,0
hdr_00688.exr,0.937794,0
hdr_00689.exr,0.939480,0
hdr_00690.exr,0.939941,0
hdr_00691.exr,0.937830,0
hdr_00692.exr,0.935080,0
hdr_00693.exr,0.933126,0
hdr_00694.exr,0.932128,0
hdr_00695.exr,0.931071,0
hdr_00696.exr,0.930308,0
hdr_00697.exr,0.928602,0
hdr_00698.exr,0.925601,0
hdr_00699.exr,0.926485,0
hdr_00700.exr,0.926598,0
hdr_00701.exr,0.926153,0
hdr_00702.exr,0.925227,0
hdr_00703.exr,0.924717,0
hdr_00704.exr,0.923970,0
hdr_00705.exr,0.921891,0
hdr_00706.exr,0.919027,1
hdr_00707.exr,0.999305,0
hdr_00708.exr,0.998384,0
hdr_00709.exr,0.997530,0
hdr_00710.exr,0.995998,0
hdr_00711.exr,0.992909,0
hdr_00712.exr,0.986469,0
hdr_00713.exr,0.979554,0
hdr_00714.exr,0.972471,0
hdr_00715.exr,0.965388,0
hdr_00716.exr,0.958872,0
hdr_00717.exr,0.954356,0
hdr_00718.exr,0.952401,0
hdr_00719.exr,0.951086,0
hdr_00720.exr,0.951628,0
hdr_00721.exr,0.952215,0
hdr_00722.exr,0.955424,0
hdr_00723.exr,0.953323,0
hdr_00724.exr,0.950461,0
hdr_00725.exr,0.948534,0
hdr_00726.exr,0.946425,0
hdr_00727.exr,0.943661,0
hdr_00728.exr,0.940974,0
hdr_00729.exr,0.937822,0
hdr_00730.exr,0.934040,0
hdr_00731.exr,0.928392,0
hdr_00732.exr,0.920027,0
hdr_00733.exr,0.914106,1
hdr_00734.exr,0.997331,0
hdr_00735.exr,0.993529,0
hdr_00736.exr,0.988939,0
hdr_00737.exr,0.984336,0
hdr_00738.exr,0.980993,0
hdr_00739.exr,0.978747,0
hdr_00740.exr,0.975297,0
hdr_00741.exr,0.970962,0
hdr_00742.exr,0.968618,0
hdr_00743.exr,0.967258,0
hdr_00744.exr,0.966522,0
hdr_00745.exr,0.965440,0
hdr_00746.exr,0.963599,0
hdr_00747.exr,0.960727,0
hdr_00748.exr,0.956738,0
hdr_00749.exr,0.953511,0
hdr_00750.exr,0.950607,0
hdr_00751.exr,0.948364,0
hdr_00752.exr,0.012329,1
hdr_00753.exr,1.000000,0
hdr_00754.exr,0.995697,0
hdr_00755.exr,0.993254,0
hdr_00756.exr,0.986362,0
hdr_00757.exr,0.977521,0
hdr_00758.exr,0.970913,0
hdr_00759.exr,0.964275,0
hdr_00760.exr,0.958197,0
hdr_00761.exr,0.947395,0
hdr_00762.exr,0.944565,0
hdr_00763.exr,0.937635,0
hdr_00764.exr,0.922089,0
hdr_00765.exr,0.903937,1
hdr_00766.exr,0.995894,0
hdr_00767.exr,0.980861,0
hdr_00768.exr,0.967718,0
hdr_00769.exr,0.947351,0
hdr_00770.exr,0.931578,0
hdr_00771.exr,0.917452,1
hdr_00772.exr,0.995442,0
hdr_00773.exr,0.983348,0
hdr_00774.exr,0.969838,0
hdr_00775.exr,0.953247,0
hdr_00776.exr,0.925408,0
hdr_00777.exr,0.857493,1
hdr_00778.exr,0.943096,0
hdr_00779.exr,0.780305,1
hdr_00780.exr,0.904654,1
hdr_00781.exr,0.898408,1
hdr_00782.exr,0.910295,1
hdr_00783.exr,0.901584,1
hdr_00784.exr,0.918184,1
hdr_00785.exr,0.917617,1
hdr_00786.exr,0.918029,1
hdr_00787.exr,0.928911,0
hdr_00788.exr,0.788480,1
hdr_00789.exr,0.937145,0
hdr_00790.exr,0.816419,1
hdr_00791.exr,0.952028,0
hdr_00792.exr,0.846795,1
hdr_00793.exr,0.960537,0
hdr_00794.exr,0.878091,1
hdr_00795.exr,0.971424,0
hdr_00796.exr,0.896142,1
hdr_00797.exr,0.975513,0
hdr_00798.exr,0.908586,1
hdr_00799.exr,0.970679,0
hdr_00800.exr,0.904188,1
hdr_00801.exr,0.968595,0
hdr_00802.exr,0.889023,1
hdr_00803.exr,0.970854,0
hdr_00804.exr,0.905465,1
hdr_00805.exr,0.972560,0
hdr_00806.exr,0.905381,1
hdr_00807.exr,0.968070,0
hdr_00808.exr,0.881921,1
hdr_00809.exr,0.965731,0
hdr_00810.exr,0.883246,1
hdr_00811.exr,0.966102,0
hdr_00812.exr,0.887640,1
hdr_00813.exr,0.973326,0
hdr_00814.exr,0.917936,1
hdr_00815.exr,0.980407,0
hdr_00816.exr,0.936523,0
hdr_00817.exr,0.884966,1
hdr_00818.exr,0.982596,0
hdr_00819.exr,0.933361,0
hdr_00820.exr,0.874398,1
hdr_00821.exr,0.983971,0
