stem,split,w,h,coco_w,coco_h,dim_match,channels,dtype,filesize_mb,vmin,vmax,mean,logmean,p0.1,p1,p5,p25,p50,p75,p95,p99,p99.9,p99.99,frac_zero,frac_neg,frac_nonfinite,frac_at_ceil,frac_ge_254,frac_lt_1,frac_lt_0p01,dr_decades,mean_R,mean_G,mean_B,min_nonzero,pop,res,whiteLuminance,LUMINANCE,FILE_NAME,source
hdr_00014,test,1920,1080,1920,1080,1,3,float32,7.75,0.0001000165939331,255.0,35.67000961303711,3.3659768104553223,0.0001000165939331,0.0001000165939331,0.12249755859375,0.62255859375,1.5556640625,18.046875,207.875,215.25,220.25,237.25,0.0,0.0,0.0,3.472222222222222e-05,3.6651234567901234e-05,0.3705904385288066,0.0252699009773662,6.342843856526953,36.43803024291992,33.53947830200195,37.03250503540039,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00015,train,1920,1080,1920,1080,1,3,float32,7.76,0.0001000165939331,255.0,35.47439956665039,3.337357521057129,0.0001000165939331,0.0001000165939331,0.1202392578125,0.61279296875,1.54296875,17.65625,207.625,215.125,220.125,236.49001249996945,0.0,0.0,0.0,3.39184670781893e-05,3.6651234567901234e-05,0.3727695794753086,0.0263403420781893,6.342597308418201,36.2409553527832,33.35860061645508,36.82371520996094,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00016,test,1920,1080,1920,1080,1,3,float32,7.76,0.0001000165939331,255.0,35.2790412902832,3.30989670753479,0.0001000165939331,0.0001000165939331,0.1202392578125,0.611328125,1.537109375,17.296875,207.375,215.125,220.125,236.0950374999084,0.0,0.0,0.0,3.4400720164609055e-05,3.793724279835391e-05,0.3734580761316872,0.0261188271604938,6.342597308418201,36.04188919067383,33.17384338378906,36.62145614624024,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00017,train,1920,1080,1920,1080,1,3,float32,7.77,0.0001000165939331,255.0,35.1302604675293,3.292757034301758,0.0001000165939331,0.0001000165939331,0.1217041015625,0.60546875,1.5283203125,16.984375,207.375,215.125,220.25,236.375,0.0,0.0,0.0,3.423996913580247e-05,3.681198559670782e-05,0.3741992991255144,0.0255253343621399,6.342843856526953,35.89353942871094,33.03313064575195,36.46417617797852,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00018,train,1920,1080,1920,1080,1,3,float32,7.77,0.0001000165939331,255.0,35.0115966796875,3.275202751159668,0.0001000165939331,0.0001000165939331,0.11993408203125,0.6044921875,1.521484375,16.734375,207.375,215.125,219.875,236.24001249996945,0.0,0.0,0.0,3.375771604938271e-05,3.649048353909465e-05,0.3755496077674897,0.0260802469135802,6.342103791908385,35.77455520629883,32.9190788269043,36.34111404418945,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00019,train,1920,1080,1920,1080,1,3,float32,7.77,0.0001000165939331,255.0,34.96121597290039,3.268544912338257,0.0001000165939331,0.0001000165939331,0.119384765625,0.603515625,1.5166015625,16.578125,207.375,215.125,220.125,236.625,0.0,0.0,0.0,3.39184670781893e-05,3.922325102880658e-05,0.376548353909465,0.0267578125,6.342597308418201,35.72272109985352,32.88029479980469,36.28066253662109,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00020,test,1920,1080,1920,1080,1,3,float32,7.78,0.0001000165939331,255.0,34.68341445922852,3.240797281265259,0.0001000165939331,0.0001000165939331,0.11810302734375,0.59765625,1.5,16.390625,205.75,213.375,218.75,234.7300249999389,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.3785731738683127,0.0268979873971193,6.339876001137218,35.440956115722656,32.62308120727539,35.986122131347656,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00021,train,1920,1080,1920,1080,1,3,float32,7.77,0.0001000165939331,255.0,34.89193344116211,3.261000394821167,0.0001000165939331,0.0001000165939331,0.119873046875,0.60400390625,1.505859375,16.515625,206.75,214.375,219.125,234.875,0.0,0.0,0.0,1.6075102880658437e-07,3.584747942386831e-05,0.3768380272633745,0.0263377700617283,6.340619868544718,35.65195083618164,32.81326675415039,36.210575103759766,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00022,test,1920,1080,1920,1080,1,3,float32,7.77,0.0001000165939331,255.0,35.08646774291992,3.2749295234680176,0.0001000165939331,0.0001000165939331,0.1207275390625,0.6083984375,1.5087890625,16.65625,207.75,215.0,219.625,235.875,0.0,0.0,0.0,3.359696502057613e-05,3.745498971193416e-05,0.3762810249485597,0.0259903870884773,6.341609713946219,35.85036087036133,33.002159118652344,36.4068717956543,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00023,train,1920,1080,1920,1080,1,3,float32,7.76,0.0001000165939331,255.0,35.036128997802734,3.267259120941162,0.0001000165939331,0.0001000165939331,0.1195068359375,0.607421875,1.5029296875,16.75,206.75,214.0,218.625,234.625,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.3772538901748971,0.0265018968621399,6.3396277619296,35.79966354370117,32.96147537231445,36.34729766845703,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00024,train,1920,1080,1920,1080,1,3,float32,7.76,0.0001000165939331,255.0,35.30441665649414,3.289123773574829,0.0001000165939331,0.0001000165939331,0.12017822265625,0.61376953125,1.509765625,17.0,207.25,214.75,219.5,235.375,0.0,0.0,0.0,1.6075102880658437e-07,3.4400720164609055e-05,0.375801986882716,0.0262524112654321,6.341362464021008,36.06663131713867,33.21490478515625,36.631717681884766,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00025,train,1920,1080,1920,1080,1,3,float32,7.75,0.0001000165939331,255.0,35.5477409362793,3.3137478828430176,0.0001000165939331,0.0001000165939331,0.1202392578125,0.62060546875,1.515625,17.328125,207.625,215.0,219.75,236.0,0.0,0.0,0.0,3.311471193415638e-05,3.649048353909465e-05,0.3745704732510288,0.025933320473251,6.341856823188676,36.31223678588867,33.447479248046875,36.883567810058594,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00026,train,1920,1080,1920,1080,1,3,float32,7.73,0.0001000165939331,255.0,35.71953582763672,3.3328211307525635,0.0001000165939331,0.0001000165939331,0.12225341796875,0.62548828125,1.5263671875,17.609375,207.625,214.75,219.5,235.125,0.0,0.0,0.0,1.6075102880658437e-07,3.681198559670782e-05,0.372369470164609,0.0254274369855967,6.341362464021008,36.48541641235352,33.60736846923828,37.06571578979492,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00027,train,1920,1080,1920,1080,1,3,float32,7.74,0.0001000165939331,255.0,35.79867172241211,3.343658685684204,0.0001000165939331,0.0001000165939331,0.12164306640625,0.6240234375,1.5234375,17.921875,206.875,214.0,218.75,234.9700374999084,0.0,0.0,0.0,1.6075102880658437e-07,3.39184670781893e-05,0.3723784722222222,0.0257581018518518,6.339876001137218,36.56135940551758,33.682804107666016,37.15195083618164,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00028,train,1920,1080,1920,1080,1,3,float32,7.73,0.0001000165939331,255.0,36.05152893066406,3.3764753341674805,0.0001000165939331,0.0001000165939331,0.1220703125,0.634765625,1.537109375,18.234375,207.25,214.25,219.25,235.5,0.0,0.0,0.0,1.6075102880658437e-07,3.472222222222222e-05,0.3700803755144033,0.0252612204218107,6.340867541480946,36.8169059753418,33.923980712890625,37.41373443603516,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00029,train,1920,1080,1920,1080,1,3,float32,7.72,0.0001000165939331,255.0,36.15568542480469,3.3926029205322266,0.0001000165939331,0.0001000165939331,0.121826171875,0.63720703125,1.5390625,18.40625,206.875,214.0,219.0,235.25,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.3693008937757202,0.0255859375,6.340372054282986,36.920188903808594,34.024208068847656,37.52260971069336,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00030,train,1920,1080,1920,1080,1,3,float32,7.72,0.0001000165939331,255.0,36.43795394897461,3.4278666973114014,0.0001000165939331,0.0001000165939331,0.1231689453125,0.64404296875,1.5458984375,18.6875,207.625,214.5,219.75,236.625,0.0,0.0,0.0,1.6075102880658437e-07,3.69727366255144e-05,0.3688117283950617,0.0245841370884773,6.341856823188676,37.20360565185547,34.30023193359375,37.810020446777344,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00031,test,1920,1080,1920,1080,1,3,float32,7.71,0.0001000165939331,255.0,36.56908798217773,3.4414172172546387,0.0001000165939331,0.0001000165939331,0.12359619140625,0.6435546875,1.55078125,18.90625,207.375,214.375,219.5,236.5,0.0,0.0,0.0,1.6075102880658437e-07,3.520447530864198e-05,0.3682399369855967,0.0243917181069958,6.341362464021008,37.33609771728516,34.42316055297852,37.94790649414063,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00032,train,1920,1080,1920,1080,1,3,float32,7.71,0.0001000165939331,255.0,36.75439834594727,3.460876226425171,0.0001000165939331,0.0001000165939331,0.1258544921875,0.64599609375,1.560546875,19.15625,207.5,214.375,219.5,236.625,0.0,0.0,0.0,1.6075102880658437e-07,3.809799382716049e-05,0.3666049382716049,0.02390625,6.341362464021008,37.52023315429688,34.59591293334961,38.14704895019531,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00033,train,1920,1080,1920,1080,1,3,float32,7.71,0.0001000165939331,255.0,36.964839935302734,3.485161781311035,0.0001000165939331,0.0001000165939331,0.12384033203125,0.6455078125,1.5654296875,19.453125,207.75,214.75,219.75,236.875,0.0,0.0,0.0,3.649048353909465e-05,3.890174897119341e-05,0.3660270383230453,0.0242980002572016,6.341856823188676,37.73140335083008,34.79497528076172,38.36802291870117,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00034,train,1920,1080,1920,1080,1,3,float32,7.7,0.0001000165939331,255.0,37.13011169433594,3.5073695182800293,0.0001000165939331,0.0001000165939331,0.12384033203125,0.64599609375,1.572265625,19.640625,207.75,214.75,219.875,237.625,0.0,0.0,0.0,3.713348765432099e-05,4.050925925925926e-05,0.3649451838991769,0.0242650462962962,6.342103791908385,37.89633941650391,34.95906448364258,38.53498458862305,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00035,train,1920,1080,1920,1080,1,3,float32,7.7,0.0001000165939331,255.0,37.13736724853516,3.512171506881714,0.0001000165939331,0.0001000165939331,0.12384033203125,0.64453125,1.5732421875,19.71875,207.0,214.0,219.125,237.5,0.0,0.0,0.0,1.6075102880658437e-07,3.938400205761317e-05,0.3642412551440329,0.024043370627572,6.340619868544718,37.895416259765625,34.96693801879883,38.549781799316406,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00036,train,1920,1080,1920,1080,1,3,float32,7.7,0.0001000165939331,255.0,37.35261917114258,3.535879373550415,0.0001000165939331,0.0001000165939331,0.12432861328125,0.64697265625,1.5810546875,19.84375,207.875,214.625,220.125,238.0,0.0,0.0,0.0,3.922325102880658e-05,4.324202674897119e-05,0.3630963863168724,0.0239655671296296,6.342597308418201,38.10904693603516,35.1749382019043,38.773887634277344,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00037,train,1920,1080,1920,1080,1,3,float32,7.69,0.0001000165939331,255.0,37.43681716918945,3.5427935123443604,0.0001000165939331,0.0001000165939331,0.1249969482421882,0.64697265625,1.587890625,19.890625,207.75,214.375,220.125,238.125,0.0,0.0,0.0,3.986625514403292e-05,4.195601851851852e-05,0.3621362204218107,0.023722511574074,6.342597308418201,38.194129943847656,35.25270080566406,38.86357879638672,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00038,train,1920,1080,1920,1080,1,3,float32,7.69,0.0001000165939331,255.0,37.5505256652832,3.5569562911987305,0.0001000165939331,0.0001000165939331,0.1265869140625,0.6494140625,1.591796875,19.90625,207.875,214.5,220.125,238.0,0.0,0.0,0.0,3.986625514403292e-05,4.21167695473251e-05,0.3610593492798354,0.0237562692901234,6.342597308418201,38.304500579833984,35.36836624145508,38.97865676879883,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00039,train,1920,1080,1920,1080,1,3,float32,7.69,0.0001000165939331,255.0,37.61028671264648,3.558756113052368,0.0001000165939331,0.0001000165939331,0.127685546875,0.65087890625,1.5888671875,19.921875,207.75,214.375,220.125,237.625,0.0,0.0,0.0,3.938400205761317e-05,4.1795267489711935e-05,0.3616335519547325,0.0234275334362139,6.342597308418201,38.36227416992188,35.43130111694336,39.03726577758789,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00040,test,1920,1080,1920,1080,1,3,float32,7.69,0.0001000165939331,255.0,37.506568908691406,3.547796726226806,0.0001000165939331,0.0001000165939331,0.12548828125,0.6494140625,1.58984375,19.84375,207.0,213.375,219.125,237.125,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.3614605838477366,0.0234180491255144,6.340619868544718,38.25072860717773,35.33378601074219,38.935279846191406,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00041,train,1920,1080,1920,1080,1,3,float32,7.69,0.0001000165939331,255.0,37.648067474365234,3.5677807331085205,0.0001000165939331,0.0001000165939331,0.1263427734375,0.65380859375,1.5927734375,19.875,207.75,214.25,219.75,237.5,0.0,0.0,0.0,1.6075102880658437e-07,4.1795267489711935e-05,0.3607558513374486,0.0238572209362139,6.341856823188676,38.38761901855469,35.47665023803711,39.07997894287109,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00042,train,1920,1080,1920,1080,1,3,float32,7.69,0.0001000165939331,255.0,37.65115737915039,3.5663182735443115,0.0001000165939331,0.0001000165939331,0.1275634765625,0.6552734375,1.595703125,19.84375,207.75,214.25,219.875,237.875,0.0,0.0,0.0,3.922325102880658e-05,4.324202674897119e-05,0.3605124742798354,0.0233627507716049,6.342103791908385,38.392234802246094,35.4801139831543,39.081199645996094,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00043,train,1920,1080,1920,1080,1,3,float32,7.68,0.0001000165939331,255.0,37.60002517700195,3.5587944984436035,0.0001000165939331,0.0001000165939331,0.1275634765625,0.65625,1.59765625,19.765625,207.625,214.125,219.625,237.5,0.0,0.0,0.0,1.6075102880658437e-07,4.1795267489711935e-05,0.3602797067901234,0.0234984246399176,6.341609713946219,38.33576202392578,35.43766021728516,39.026611328125,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00044,train,1920,1080,1920,1080,1,3,float32,7.69,0.0001000165939331,255.0,37.51760482788086,3.5509555339813232,0.0001000165939331,0.0001000165939331,0.12744140625,0.65283203125,1.59375,19.703125,207.375,213.75,219.25,237.0,0.0,0.0,0.0,1.6075102880658437e-07,4.0830761316872426e-05,0.3612348894032922,0.0235067836934156,6.340867541480946,38.25156784057617,35.37091445922852,38.93036651611328,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00045,train,1920,1080,1920,1080,1,3,float32,7.69,0.0001000165939331,255.0,37.48700714111328,3.5488524436950684,0.0001000165939331,0.0001000165939331,0.127685546875,0.65478515625,1.59765625,19.640625,207.625,214.0,219.375,237.125,0.0,0.0,0.0,1.6075102880658437e-07,3.986625514403292e-05,0.3600088413065843,0.0232915380658436,6.341115073252767,38.2215576171875,35.34223556518555,38.89728164672852,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00046,train,1920,1080,1920,1080,1,3,float32,7.7,0.0001000165939331,255.0,37.35027313232422,3.532041072845459,0.0001000165939331,0.0001000165939331,0.12322998046875,0.64501953125,1.59765625,19.4375,207.25,213.75,219.125,237.0,0.0,0.0,0.0,1.6075102880658437e-07,3.745498971193416e-05,0.3611578896604938,0.0243250064300411,6.340619868544718,38.087181091308594,35.2150993347168,38.74855041503906,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00047,train,1920,1080,1920,1080,1,3,float32,7.69,0.0001000165939331,255.0,37.16228866577149,3.516571283340454,0.0001000165939331,0.0001000165939331,0.126220703125,0.6435546875,1.591796875,19.15625,207.0,213.625,218.75,236.0,0.0,0.0,0.0,1.6075102880658437e-07,3.536522633744856e-05,0.3616078317901234,0.0235924639917695,6.339876001137218,37.8916244506836,35.0419921875,38.553253173828125,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00048,train,1920,1080,1920,1080,1,3,float32,7.7,0.0001000165939331,255.0,36.95051193237305,3.494957208633423,0.0001000165939331,0.0001000165939331,0.12353515625,0.64208984375,1.5859375,18.84375,206.75,213.5,218.625,235.75,0.0,0.0,0.0,1.6075102880658437e-07,3.2310956790123456e-05,0.3620640432098765,0.023745820473251,6.3396277619296,37.68165588378906,34.83530044555664,38.33463287353516,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00049,train,1920,1080,1920,1080,1,3,float32,7.71,0.0001000165939331,255.0,36.78717803955078,3.474595546722412,0.0001000165939331,0.0001000165939331,0.1256103515625,0.64208984375,1.5830078125,18.46875,207.0,213.5,218.5,235.5,0.0,0.0,0.0,1.6075102880658437e-07,3.4561471193415635e-05,0.3624164094650206,0.0231754758230452,6.339379380749308,37.52067565917969,34.68296813964844,38.15792846679688,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00050,test,1920,1080,1920,1080,1,3,float32,7.72,0.0001000165939331,255.0,36.604103088378906,3.456170558929444,0.0001000165939331,0.0001000165939331,0.12261962890625,0.64208984375,1.578125,18.078125,207.0,213.75,218.75,235.125,0.0,0.0,0.0,1.6075102880658437e-07,3.4400720164609055e-05,0.362300507973251,0.0239493312757201,6.339876001137218,37.33208465576172,34.511470794677734,37.96867752075195,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00051,train,1920,1080,1920,1080,1,3,float32,7.73,0.0001000165939331,255.0,36.39684677124024,3.4238171577453613,0.0001000165939331,0.0001000165939331,0.12213134765625,0.63818359375,1.568359375,17.671875,206.75,213.625,218.625,235.375,0.0,0.0,0.0,1.6075102880658437e-07,3.3275462962962965e-05,0.3638880851337449,0.0242692258230452,6.3396277619296,37.13019561767578,34.309173583984375,37.75119400024414,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00052,train,1920,1080,1920,1080,1,3,float32,7.73,0.0001000165939331,255.0,36.29131317138672,3.40836238861084,0.0001000165939331,0.0001000165939331,0.1219482421875,0.63525390625,1.5634765625,17.3125,207.125,214.25,219.25,236.0,0.0,0.0,0.0,1.6075102880658437e-07,3.729423868312757e-05,0.3649086934156378,0.0248390882201646,6.340867541480946,37.02506637573242,34.21158599853516,37.6373176574707,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00053,train,1920,1080,1920,1080,1,3,float32,7.75,0.0001000165939331,255.0,36.08706665039063,3.3748903274536133,0.0001000165939331,0.0001000165939331,0.12200927734375,0.63330078125,1.5546875,16.90625,207.0,214.125,219.0,235.86501249996945,0.0,0.0,0.0,1.6075102880658437e-07,3.536522633744856e-05,0.3668198623971193,0.0245521476337448,6.340372054282986,36.8193359375,34.018821716308594,37.42316436767578,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00054,test,1920,1080,1920,1080,1,3,float32,7.75,0.0001000165939331,255.0,35.71151351928711,3.336023330688477,0.0001000165939331,0.0001000165939331,0.121337890625,0.623046875,1.5400390625,16.46875,205.75,213.0,218.0,234.5,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.3678303433641975,0.0248781507201646,6.338384433047472,36.43659591674805,33.661109924316406,37.03679275512695,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00055,train,1920,1080,1920,1080,1,3,float32,7.75,0.0001000165939331,255.0,35.60679626464844,3.3171846866607666,0.0001000165939331,0.0001000165939331,0.12109375,0.6201171875,1.5283203125,16.171875,206.0,213.0,218.25,234.5,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.3703716563786008,0.025610853909465,6.338882191820475,36.33879089355469,33.568603515625,36.91298294067383,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00056,train,1920,1080,1920,1080,1,3,float32,7.76,0.0001000165939331,255.0,35.67919158935547,3.3289566040039062,0.0001000165939331,0.0001000165939331,0.121826171875,0.6279296875,1.537109375,16.109375,206.625,214.0,219.25,235.5,0.0,0.0,0.0,1.6075102880658437e-07,3.504372427983539e-05,0.3689826067386831,0.0245847800925925,6.340867541480946,36.40873336791992,33.625205993652344,37.00370407104492,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
